file_abs_path_native,file_id_native,download_url_native,file_md5,file_abs_path_croissant,file_id_croissant,download_url_croissant,file_abs_path_match,file_id_match
Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/80_6minutes/15_MPa_Trial2.csv,885810,https://borealisdata.ca/api/access/datafile/885810?format=original,8ee61bfdb024d00127b5289c6bf1d7fa,Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Press_Position_Evaluation_Temp_Data/15_MPa_Trial2.csv,885821,https://borealisdata.ca/api/access/datafile/885821?format=original,False,False
Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/MATLAB_Scripts_Inverse_Heat_Conduction_Analaysis/phi.m,885782,https://borealisdata.ca/api/access/datafile/885782,8f0e9cb24168be08554b99462fe0225e,Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/80_12minutes/phi.m,885749,https://borealisdata.ca/api/access/datafile/885749?format=original,False,False
Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/150_12minutes/40_MPa_Trial2.csv,885743,https://borealisdata.ca/api/access/datafile/885743,8fe8c246b4f77e68f373d2d98c3960aa,Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/150_12minutes/40_MPa_Trial2.csv,885785,https://borealisdata.ca/api/access/datafile/885785?format=original,True,False
Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/150_12minutes/4point5_MPa_Trial2.csv,885758,https://borealisdata.ca/api/access/datafile/885758,9207e98c2bafe1e33018eb6a30bca601,Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/150_12minutes/4point5_MPa_Trial2.csv,885773,https://borealisdata.ca/api/access/datafile/885773,True,False
Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Press_Position_Evaluation_Temp_Data/Press_Path1_80_Trial7.csv,885751,https://borealisdata.ca/api/access/datafile/885751?format=original,960af371edaa86de215eb6173bb2e1dd,Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/150_12minutes/Press_Path1_80_Trial7.csv,885761,https://borealisdata.ca/api/access/datafile/885761,False,False
Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/80_6minutes/15_MPa_Trial1.csv,885816,https://borealisdata.ca/api/access/datafile/885816?format=original,987afe09a42d4851693ca94ae4af8aed,Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Press_Position_Evaluation_Temp_Data/15_MPa_Trial1.csv,885746,https://borealisdata.ca/api/access/datafile/885746?format=original,False,False
Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Press_Position_Evaluation_Temp_Data/Press_Path1_80_Trial3.csv,885789,https://borealisdata.ca/api/access/datafile/885789?format=original,99ebcdb1ef4b010dc74675eaecf7c49a,Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/80_6minutes/Press_Path1_80_Trial3.csv,885810,https://borealisdata.ca/api/access/datafile/885810?format=original,False,False
Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/80_6minutes/10_MPa_Trial2.csv,885753,https://borealisdata.ca/api/access/datafile/885753?format=original,9aa89f489ba363ac0a5ac9325ab6c83f,Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Press_Position_Evaluation_Temp_Data/10_MPa_Trial2.csv,885750,https://borealisdata.ca/api/access/datafile/885750?format=original,False,False
Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/80_12minutes/6_MPa_Trial1.csv,885791,https://borealisdata.ca/api/access/datafile/885791?format=original,9ae50eb9baea60909ed7693d0b95df3d,Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Press_Position_Evaluation_Temp_Data/6_MPa_Trial1.csv,885811,https://borealisdata.ca/api/access/datafile/885811?format=original,False,False
Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/---README---.txt,885765,https://borealisdata.ca/api/access/datafile/885765,9cc00d93ce6fd864ecff62a9465eca05,Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/150_12minutes/---README---.txt,885741,https://borealisdata.ca/api/access/datafile/885741,False,False
